Word,Frequency,Frequency (%)
sam,1,0.00
saltwater,1,0.00
salmond,1,0.00
salmela,1,0.00
sally,1,0.00
santoro,1,0.00
sale,1,0.00
salazargarca,1,0.00
salafi,1,0.00
salads601602,1,0.00
salads,1,0.00
salad610,1,0.00
sakhalin226227,1,0.00
sakhalin,1,0.00
sakha,1,0.00
sajantila,1,0.00
schaufuss,1,0.00
scimago,1,0.00
scientist,1,0.00
schuster,1,0.00
schooling,1,0.00
scholars593,1,0.00
scholar,1,0.00
schnittke561,1,0.00
schmitt,1,0.00
schirmer,1,0.00
schindler,1,0.00
schepaschenko,1,0.00
served,1,0.00
scattered,1,0.00
scarlet,1,0.00
says,1,0.00
sayan,1,0.00
saver,1,0.00
savage,1,0.00
sauer,1,0.00
saudi,1,0.00
satire577,1,0.00
satellites,1,0.00
siberia35,1,0.00
signing,1,0.00
significantly191,1,0.00
significantly177,1,0.00
significance,1,0.00
sights,1,0.00
sides,1,0.00
side,1,0.00
siddiqi,1,0.00
sicle,1,0.00
sibireva,1,0.00
sibir,1,0.00
signs,1,0.00
siberia244,1,0.00
siberia235,1,0.00
sibbald,1,0.00
siamon,1,0.00
shvidenko,1,0.00
shuya,1,0.00
shuttle,1,0.00
shs,1,0.00
showed,1,0.00
showdown,1,0.00
sinai,1,0.00
sixthhighest,1,0.00
sixth,1,0.00
sixteenthmost,1,0.00
situated,1,0.00
sister,1,0.00
sintashtaarkaim,1,0.00
sintashta45,1,0.00
sinorussian,1,0.00
sinitsyn,1,0.00
single,1,0.00
sinelschikova,1,0.00
shostakovich,1,0.00
simply,1,0.00
simon,1,0.00
simmons,1,0.00
similarities,1,0.00
similar,1,0.00
simakova,1,0.00
silver,1,0.00
siliverstovs,1,0.00
sikorsky,1,0.00
sikora,1,0.00
sfsr126,1,0.00
shannon,1,0.00
shampo,1,0.00
shamanism480,1,0.00
shale,1,0.00
shaky,1,0.00
shagieva,1,0.00
shabdurasulov,1,0.00
shabad,1,0.00
sg,1,0.00
sfsrthe,1,0.00
sfsr167,1,0.00
shaped,1,0.00
severnaya,1,0.00
severe,1,0.00
seventeenth,1,0.00
seveneighths,1,0.00
sevastopol15,1,0.00
settling,1,0.00
settlements,1,0.00
seth,1,0.00
setback,1,0.00
servicesthe,1,0.00
she,1,0.00
shortstory,1,0.00
shorter,1,0.00
shore,1,0.00
shlapentokh,1,0.00
shkolnikov,1,0.00
shift,1,0.00
sheremetyevo,1,0.00
sheraizina,1,0.00
sheet,1,0.00
shearlaw,1,0.00
sails,1,0.00
shchi,1,0.00
shchepashchenko,1,0.00
shchepanskaya,1,0.00
shchelinsky,1,0.00
shauin,1,0.00
shashlyk,1,0.00
shashlik,1,0.00
sharing,1,0.00
shared,1,0.00
sharafutdinova,1,0.00
rival,1,0.00
robertson,1,0.00
roberto,1,0.00
roberta,1,0.00
rob,1,0.00
roads367,1,0.00
rivista,1,0.00
rivieia,1,0.00
rivers232,1,0.00
rivers216,1,0.00
rivalry,1,0.00
rivalling,1,0.00
robyn,1,0.00
risks,1,0.00
riordan,1,0.00
ringe,1,0.00
ring,1,0.00
rincon,1,0.00
rift,1,0.00
riders,1,0.00
riddersymoens,1,0.00
richness,1,0.00
richards,1,0.00
romania,1,0.00
rosenthal,1,0.00
roscosmos,1,0.00
rosa25,1,0.00
roost,1,0.00
roosevelt,1,0.00
ronald,1,0.00
romanticism,1,0.00
romanovskaya,1,0.00
romanova,1,0.00
romanized,1,0.00
romania1329195,1,0.00
riasanovsky,1,0.00
rolstad,1,0.00
rolls,1,0.00
rohland,1,0.00
roerichism,1,0.00
roerich542543,1,0.00
roerich,1,0.00
rococo,1,0.00
rockets,1,0.00
rocket,1,0.00
rockers,1,0.00
reset,1,0.00
responsibility,1,0.00
respectively,1,0.00
resources230,1,0.00
resolving,1,0.00
resolutions,1,0.00
resolution,1,0.00
resistible,1,0.00
resistance,1,0.00
resigned186,1,0.00
residence,1,0.00
reshetnikov,1,0.00
resrep19825,1,0.00
reserves375,1,0.00
reserves374,1,0.00
reserves373,1,0.00
reserves243,1,0.00
reserves242,1,0.00
reserved,1,0.00
requires,1,0.00
republicscountries,1,0.00
republics117,1,0.00
reptiles,1,0.00
revisited,1,0.00
riabov,1,0.00
rhythmic,1,0.00
rhetorical,1,0.00
rezneck,1,0.00
reynolds,1,0.00
reykjavk,1,0.00
reyf,1,0.00
rewriting,1,0.00
revolutionaries,1,0.00
revolt,1,0.00
revisiting,1,0.00
rosiya,1,0.00
reversing,1,0.00
reversed,1,0.00
reveals,1,0.00
reveal,1,0.00
reuter,1,0.00
returned,1,0.00
retrospect,1,0.00
retains,1,0.00
restructuring,1,0.00
rest,1,0.00
russia634,1,0.00
russogeorgian,1,0.00
russkoye,1,0.00
russkiye,1,0.00
russkaya,1,0.00
russieneireports,1,0.00
russianness,1,0.00
russianinstalled,1,0.00
russianbacked,1,0.00
russian3,1,0.00
russiafederal,1,0.00
russia83,1,0.00
russogerman,1,0.00
russia621,1,0.00
russia600,1,0.00
russia55,1,0.00
russia548,1,0.00
russia522,1,0.00
russia497,1,0.00
russia485,1,0.00
russia445,1,0.00
russia37,1,0.00
russia315316,1,0.00
sabine,1,0.00
sagner,1,0.00
sadri,1,0.00
sadchikova,1,0.00
sacrifice,1,0.00
sacking,1,0.00
sacked,1,0.00
sachs,1,0.00
sacharow,1,0.00
saburova,1,0.00
sablin,1,0.00
sabirianova,1,0.00
russia30,1,0.00
rynka,1,0.00
rye,1,0.00
ryan,1,0.00
rutland,1,0.00
ruthenia24,1,0.00
ruthenia,1,0.00
ruth,1,0.00
russopolish,1,0.00
russopersian,1,0.00
russoiranian,1,0.00
rover432,1,0.00
rubinstein560,1,0.00
rub,1,0.00
rt,1,0.00
rsijskj,1,0.00
rsij,1,0.00
rsfsr,1,0.00
rozhdestvensky,1,0.00
rozalina,1,0.00
roza,1,0.00
rowman,1,0.00
rowley,1,0.00
ruble,1,0.00
route,1,0.00
round,1,0.00
rouble184,1,0.00
rostourism,1,0.00
rosstatgovru,1,0.00
rossiyskoy,1,0.00
rossiyskogo,1,0.00
rossiyane,1,0.00
rossii,1,0.00
rossella,1,0.00
rural,1,0.00
russia3,1,0.00
russia297,1,0.00
russia293,1,0.00
russia202,1,0.00
russia1,1,0.00
russel,1,0.00
russe,1,0.00
rusi,1,0.00
rus546,1,0.00
ruriks,1,0.00
parkstone,1,0.00
running,1,0.00
run,1,0.00
rumors,1,0.00
rumer,1,0.00
ruling,1,0.00
rules,1,0.00
rule79,1,0.00
rule123,1,0.00
rudolf,1,0.00
rublev,1,0.00
announces,1,0.00
ap,1,0.00
antti,1,0.00
antje,1,0.00
antiwar,1,0.00
antitobacco,1,0.00
antisoviet,1,0.00
antimodernism,1,0.00
anthropogenic,1,0.00
anthony,1,0.00
antarctica92,1,0.00
anrep,1,0.00
ano,1,0.00
apart228,1,0.00
announced,1,0.00
annotated,1,0.00
annexedthough,1,0.00
angelina,1,0.00
angela,1,0.00
andreyev,1,0.00
andrews,1,0.00
andrej,1,0.00
andreeva,1,0.00
andreas,1,0.00
ancienthuman,1,0.00
anatomically,1,0.00
aquaculture,1,0.00
archer,1,0.00
archeology,1,0.00
archaic,1,0.00
archaeology,1,0.00
archaeological,1,0.00
arch,1,0.00
arable397,1,0.00
arable,1,0.00
arability,1,0.00
arabia,1,0.00
arab,1,0.00
aquarium564,1,0.00
anastasianism478,1,0.00
april204,1,0.00
approves,1,0.00
approved,1,0.00
appoints,1,0.00
appointment,1,0.00
apply,1,0.00
application,1,0.00
appeared,1,0.00
appearance,1,0.00
apollo,1,0.00
apartment,1,0.00
akh,1,0.00
alexej,1,0.00
alexeivitch,1,0.00
alex,1,0.00
alessandro,1,0.00
aleksandrovich,1,0.00
aldershot,1,0.00
alcoholism,1,0.00
albrecht,1,0.00
alaskan,1,0.00
alaska90,1,0.00
alan,1,0.00
akhmatova,1,0.00
alferova,1,0.00
akande,1,0.00
akademicka,1,0.00
aivazovsky,1,0.00
airspace,1,0.00
airports370,1,0.00
airports,1,0.00
airport,1,0.00
aircraft,1,0.00
airborne,1,0.00
aileen,1,0.00
aides,1,0.00
ai,1,0.00
alreadyexisting,1,0.00
anarchocommunism592,1,0.00
anarchism591,1,0.00
analytics,1,0.00
analyses,1,0.00
anadolu,1,0.00
amphibians,1,0.00
amos,1,0.00
amirkhanov,1,0.00
america292,1,0.00
amendments,1,0.00
always,1,0.00
altaic,1,0.00
archie,1,0.00
already,1,0.00
almost,1,0.00
ally287,1,0.00
allows,1,0.00
allochthonous,1,0.00
allison,1,0.00
allies105,1,0.00
allies,1,0.00
alliance152,1,0.00
alkogolnoy,1,0.00
algae,1,0.00
atmosphere,1,0.00
authors,1,0.00
authorised,1,0.00
austriahungarys,1,0.00
austria,1,0.00
atwood,1,0.00
attributionsharealike,1,0.00
attested,1,0.00
attend,1,0.00
attempted,1,0.00
attacks,1,0.00
atomic,1,0.00
atmospheric,1,0.00
autochthonous,1,0.00
athlete,1,0.00
atheists,1,0.00
astronauts,1,0.00
astronautics,1,0.00
astrakhan,1,0.00
astounding,1,0.00
assumed,1,0.00
assmann,1,0.00
assimilated,1,0.00
assianism,1,0.00
assets,1,0.00
assert,1,0.00
avoid,1,0.00
badenhausen,1,0.00
bad,1,0.00
bacon,1,0.00
backyard280281,1,0.00
backsliding255256,1,0.00
babi,1,0.00
azov,1,0.00
aziz,1,0.00
azhnina,1,0.00
azerbaijan,1,0.00
aximupetri,1,0.00
award,1,0.00
assembly260,1,0.00
aviation,1,0.00
averina,1,0.00
average,1,0.00
avduevsky,1,0.00
avars51,1,0.00
available,1,0.00
autumn,1,0.00
autonomoushome,1,0.00
autodrom,1,0.00
autocratic327,1,0.00
autocracy,1,0.00
aris,1,0.00
arsentyev,1,0.00
arrests,1,0.00
arrested302,1,0.00
arose,1,0.00
arnesdatter,1,0.00
arne,1,0.00
army110,1,0.00
army106,1,0.00
arme,1,0.00
arkhipova,1,0.00
arkaim46,1,0.00
aristotle,1,0.00
art536,1,0.00
aria,1,0.00
argunov,1,0.00
argumenty,1,0.00
area238,1,0.00
arctic288,1,0.00
archives,1,0.00
architectures,1,0.00
architecture551,1,0.00
architecture549,1,0.00
architecture547,1,0.00
archipelagos,1,0.00
asia223,1,0.00
assassinated,1,0.00
aspects,1,0.00
aspect,1,0.00
ask,1,0.00
asimov,1,0.00
asif,1,0.00
asiatranscontinental,1,0.00
asiapacific289,1,0.00
asiapacific,1,0.00
asians,1,0.00
asianorth,1,0.00
asia462,1,0.00
ahmad,1,0.00
asia216,1,0.00
ashley,1,0.00
ashgate,1,0.00
ashes,1,0.00
arxiv150202783,1,0.00
arvydas,1,0.00
artistically,1,0.00
artistic,1,0.00
arthur,1,0.00
artem,1,0.00
art540,1,0.00
9780300256048,1,0.00
9780631218494,1,0.00
9780631208143,1,0.00
9780582064294,1,0.00
9780521864039,1,0.00
9780521524360,1,0.00
9780521361064,1,0.00
9780470402573,1,0.00
9780465002399,1,0.00
9780415490023,1,0.00
9780415326247,1,0.00
9780415083966,1,0.00
9780395962145,1,0.00
9780674660434,1,0.00
9780300244861,1,0.00
9780253208422,1,0.00
9780253204455,1,0.00
9780231122399,1,0.00
9780197532133,1,0.00
9780192529022,1,0.00
9780190867317,1,0.00
9780160613050,1,0.00
9780026220903,1,0.00
97119,1,0.00
970,1,0.00
962,1,0.00
9781134241675,1,0.00
9781789121933,1,0.00
9781780429755,1,0.00
9781760463397,1,0.00
9781743585559,1,0.00
9781628720792,1,0.00
9781618113474,1,0.00
9781538119426,1,0.00
9781444308426,1,0.00
9781317892755,1,0.00
9781317328469,1,0.00
9781136992001,1,0.00
9781134283477,1,0.00
95102,1,0.00
9781107040793,1,0.00
9780954699581,1,0.00
9780946121021,1,0.00
9780838641460,1,0.00
9780819563996,1,0.00
9780817997915,1,0.00
9780816071135,1,0.00
9780804750172,1,0.00
9780803259942,1,0.00
9780765605597,1,0.00
9780691116693,1,0.00
7th,1,0.00
84km2,1,0.00
847488,1,0.00
824829,1,0.00
8211780,1,0.00
82,1,0.00
817834,1,0.00
814845,1,0.00
81118,1,0.00
81110,1,0.00
81100,1,0.00
8089,1,0.00
800,1,0.00
850,1,0.00
795818,1,0.00
7741,1,0.00
772776,1,0.00
7723057,1,0.00
7719,1,0.00
771797,1,0.00
77,1,0.00
7692,1,0.00
769124,1,0.00
7592,1,0.00
7577103,1,0.00
7555,1,0.00
90000,1,0.00
951,1,0.00
95,1,0.00
94e,1,0.00
94,1,0.00
936951,1,0.00
93102,1,0.00
93,1,0.00
9294,1,0.00
9290691468,1,0.00
902,1,0.00
901361,1,0.00
900748,1,0.00
9781845202156,1,0.00
9000,1,0.00
90,1,0.00
8th,1,0.00
882,1,0.00
879,1,0.00
87000,1,0.00
869912,1,0.00
864,1,0.00
862,1,0.00
86101,1,0.00
85258634,1,0.00
adapts,1,0.00
adrian,1,0.00
adoring,1,0.00
adopts,1,0.00
admission,1,0.00
administrative,1,0.00
administrations,1,0.00
administration335,1,0.00
administration,1,0.00
administered,1,0.00
administer,1,0.00
adjunct,1,0.00
added,1,0.00
advanced,1,0.00
adapted,1,0.00
adams,1,0.00
acts107,1,0.00
acts,1,0.00
actr,1,0.00
activities,1,0.00
activists,1,0.00
activeduty,1,0.00
achieve,1,0.00
accused,1,0.00
accounts,1,0.00
account,1,0.00
africa290,1,0.00
agricultural10,1,0.00
agreement,1,0.00
agreed,1,0.00
agree,1,0.00
agoboth,1,0.00
ago54,1,0.00
ago48,1,0.00
ago32,1,0.00
aggravated,1,0.00
agents325326,1,0.00
age157,1,0.00
again,1,0.00
accession,1,0.00
afontova,1,0.00
afghan,1,0.00
affinity278,1,0.00
affiliation,1,0.00
affairs265,1,0.00
afanasy,1,0.00
afanasievo,1,0.00
aerospace,1,0.00
aeronautical,1,0.00
advocates,1,0.00
advantage,1,0.00
9789004304017,1,0.00
99322,1,0.00
99126,1,0.00
990455,1,0.00
988,1,0.00
987741,1,0.00
9801015,1,0.00
98,1,0.00
9789292603427,1,0.00
9789282380222,1,0.00
9789251305621,1,0.00
9789086866533,1,0.00
9789004499102,1,0.00
9th12th,1,0.00
9789004138742,1,0.00
9785785900851,1,0.00
9783866881976,1,0.00
9783631671368,1,0.00
9783515073028,1,0.00
9783319671932,1,0.00
9781907677236,1,0.00
9781880100424,1,0.00
9781857439885,1,0.00
9781857431377,1,0.00
9781851097814,1,0.00
abortive,1,0.00
accels,1,0.00
accelerating,1,0.00
accelerate,1,0.00
acceded,1,0.00
academicians,1,0.00
academiaedu,1,0.00
abuses,1,0.00
abundant,1,0.00
abu,1,0.00
abramtsevo,1,0.00
abrahm,1,0.00
above,1,0.00
baev,1,0.00
able,1,0.00
abkhazia,1,0.00
abi,1,0.00
abdicate,1,0.00
abcclio,1,0.00
abc,1,0.00
abbott,1,0.00
abbigail,1,0.00
abashidze,1,0.00
aaas,1,0.00
aa,1,0.00
cascadilla,1,0.00
cave33,1,0.00
cause,1,0.00
caucasus86,1,0.00
caucasus31,1,0.00
catholics,1,0.00
cathedrals,1,0.00
categories,1,0.00
catchphrases,1,0.00
cataclysm,1,0.00
casualties146295,1,0.00
cash,1,0.00
casestudy,1,0.00
cave34,1,0.00
caryl,1,0.00
carter,1,0.00
carpenter,1,0.00
carnegiemoscoworg,1,0.00
carmen,1,0.00
carley,1,0.00
carl,1,0.00
cardiac,1,0.00
capsule,1,0.00
capacity,1,0.00
capacious,1,0.00
canvases538539,1,0.00
centres,1,0.00
century74,1,0.00
century69,1,0.00
century65,1,0.00
century617,1,0.00
century614,1,0.00
century597,1,0.00
century52,1,0.00
century2728,1,0.00
century196,1,0.00
centuries63,1,0.00
centuries618,1,0.00
centres264,1,0.00
canopy,1,0.00
centred,1,0.00
centralization,1,0.00
census463,1,0.00
census447,1,0.00
census14,1,0.00
celestine,1,0.00
celestial,1,0.00
celebration,1,0.00
celebrates,1,0.00
cc,1,0.00
caviar,1,0.00
buckwheat,1,0.00
bureaucracy,1,0.00
bunin,1,0.00
bunce,1,0.00
bulletin,1,0.00
bulk,1,0.00
bulgakova,1,0.00
bulat,1,0.00
buildings,1,0.00
build,1,0.00
budyonnovsk,1,0.00
budget404,1,0.00
buddhism5,1,0.00
burks,1,0.00
bucharest,1,0.00
buchanan,1,0.00
brzezinski,1,0.00
bryullov,1,0.00
bryophytes,1,0.00
brussels,1,0.00
brom,1,0.00
broadleaf,1,0.00
broadcasting,1,0.00
briullov,1,0.00
brito,1,0.00
british,1,0.00
cabbage,1,0.00
cannot,1,0.00
canned,1,0.00
canals444,1,0.00
camps589,1,0.00
camps154,1,0.00
camera,1,0.00
calvert,1,0.00
calls,1,0.00
calling,1,0.00
calculated,1,0.00
cahiers,1,0.00
caffrey,1,0.00
ceps,1,0.00
caa,1,0.00
c1500years,1,0.00
byzantineslavic,1,0.00
byelorussian,1,0.00
buy,1,0.00
butter,1,0.00
butler,1,0.00
bustling,1,0.00
business334,1,0.00
busiest,1,0.00
buryatia,1,0.00
circle,1,0.00
civilization,1,0.00
civiliansd182,1,0.00
civilians318319,1,0.00
civilians114,1,0.00
city22,1,0.00
citizens303304,1,0.00
citizens161,1,0.00
ciscaucasia,1,0.00
cis272,1,0.00
circumpolar,1,0.00
circumnavigate,1,0.00
circle559,1,0.00
civilizations,1,0.00
ciphers,1,0.00
cinematography627,1,0.00
cinematography,1,0.00
cinematic,1,0.00
cinemas,1,0.00
chymia,1,0.00
churkina,1,0.00
churchill,1,0.00
church473,1,0.00
chronology,1,0.00
chronicles,1,0.00
chronicle,1,0.00
clergy,1,0.00
coexisted,1,0.00
cody,1,0.00
cocco,1,0.00
coatofarms66,1,0.00
co,1,0.00
cnbc,1,0.00
club,1,0.00
closed,1,0.00
clockwise,1,0.00
cloake,1,0.00
clinic,1,0.00
climate234,1,0.00
christmas,1,0.00
clay,1,0.00
classified,1,0.00
classics,1,0.00
classicism557,1,0.00
classicism,1,0.00
class,1,0.00
clashed,1,0.00
clark,1,0.00
clancy,1,0.00
clairmont,1,0.00
claiming,1,0.00
chamberlin,1,0.00
chassay,1,0.00
charts,1,0.00
chart,1,0.00
charge,1,0.00
chapple,1,0.00
chapoutot,1,0.00
chapaev,1,0.00
chaotic,1,0.00
channon,1,0.00
channels,1,0.00
channel,1,0.00
chandler,1,0.00
chebyshev,1,0.00
challenge,1,0.00
chalcolithic44,1,0.00
chains,1,0.00
chagall545,1,0.00
cesifo,1,0.00
cerulli,1,0.00
certificate487,1,0.00
certificate,1,0.00
certain,1,0.00
ceremonial,1,0.00
cereals,1,0.00
childhood,1,0.00
christiansincluding,1,0.00
christians,1,0.00
christianization,1,0.00
chosen,1,0.00
chose,1,0.00
choosing,1,0.00
choose,1,0.00
choongwon,1,0.00
choice,1,0.00
chisholm,1,0.00
chiodo,1,0.00
ching,1,0.00
britain,1,0.00
childbearing,1,0.00
chicken,1,0.00
chichester,1,0.00
chevalier,1,0.00
chester,1,0.00
chepalyga,1,0.00
chen,1,0.00
chemistry409,1,0.00
chemistry,1,0.00
checkmark,1,0.00
check,1,0.00
benjamin,1,0.00
beskov,1,0.00
bertrand,1,0.00
bertil,1,0.00
bernice,1,0.00
bernhard,1,0.00
bernard,1,0.00
bernadotte,1,0.00
berlin82,1,0.00
berkeley,1,0.00
berezina,1,0.00
benson,1,0.00
bensley,1,0.00
beslan,1,0.00
benefit,1,0.00
belyayev,1,0.00
bely572,1,0.00
beluga,1,0.00
belinsky581,1,0.00
belinsky,1,0.00
belinskij,1,0.00
believing,1,0.00
belarusiansconstitute,1,0.00
belarusian,1,0.00
beissinger,1,0.00
behrooz,1,0.00
bevir,1,0.00
bibcode2018natco95018l,1,0.00
bibcode2017sci358659s,1,0.00
bibcode2016quint39351s,1,0.00
bibcode2015natur522207h,1,0.00
bibcode2014natur514445f,1,0.00
bibcode2013sci342409b,1,0.00
bibcode2007napho1189z,1,0.00
bibcode2001natur41364p,1,0.00
bibcode2000natur404490o,1,0.00
bibcode1997sciam277b72g,1,0.00
bibcode1971jats28263a,1,0.00
beyond42467333,1,0.00
behavior,1,0.00
beverage616,1,0.00
beverage,1,0.00
beumers,1,0.00
betz,1,0.00
betrayal,1,0.00
beth,1,0.00
best648,1,0.00
bessudnov,1,0.00
bessonova,1,0.00
bessarabian,1,0.00
bessarabia,1,0.00
balter,1,0.00
barnaul,1,0.00
barents,1,0.00
barclay,1,0.00
barbecue,1,0.00
barbarossa,1,0.00
barbara,1,0.00
barabanova,1,0.00
banning,1,0.00
banned,1,0.00
bang,1,0.00
bands,1,0.00
ban,1,0.00
bars,1,0.00
balmont584,1,0.00
balmont,1,0.00
ballet513,1,0.00
balladeersvladimir,1,0.00
ballad,1,0.00
ball,1,0.00
balb,1,0.00
balanovsky,1,0.00
bakhtins,1,0.00
bakhtin,1,0.00
baikal442,1,0.00
bazhenov,1,0.00
begins,1,0.00
beginnings,1,0.00
beforerussians,1,0.00
beer,1,0.00
beef,1,0.00
becomes,1,0.00
beck,1,0.00
beasly,1,0.00
beam,1,0.00
bealby,1,0.00
bc40,1,0.00
bc,1,0.00
bibcode2018natsd580214b,1,0.00
bauer,1,0.00
battered,1,0.00
bastien,1,0.00
basin,1,0.00
bashkortostan,1,0.00
bashkir,1,0.00
basegarantru,1,0.00
base60,1,0.00
base,1,0.00
bartolomeo,1,0.00
bartalev,1,0.00
borovkov,1,0.00
bpcom,1,0.00
bp,1,0.00
boyd,1,0.00
boycotts455,1,0.00
boycotts361,1,0.00
bowen,1,0.00
bouncing,1,0.00
boulder,1,0.00
boston,1,0.00
bosporan,1,0.00
borsch,1,0.00
borrowed,1,0.00
brain,1,0.00
borovikovsky,1,0.00
borodin,1,0.00
boriss,1,0.00
borger,1,0.00
bordering,1,0.00
border,1,0.00
booklore,1,0.00
book238,1,0.00
book,1,0.00
bondarev,1,0.00
bondarenko,1,0.00
bondarchuk,1,0.00
brestlitovsk,1,0.00
brisco,1,0.00
briony,1,0.00
brintlinger,1,0.00
brinkley,1,0.00
brink,1,0.00
brings,1,0.00
brilliant,1,0.00
brigit,1,0.00
bridges,1,0.00
brics276,1,0.00
bribery,1,0.00
brezhnev,1,0.00
bombings,1,0.00
breslauer,1,0.00
breck,1,0.00
breakup,1,0.00
breaking,1,0.00
breakaway,1,0.00
breads,1,0.00
brazil,1,0.00
brass,1,0.00
brandt,1,0.00
branches247,1,0.00
braithwaite,1,0.00
billion437,1,0.00
bitterly,1,0.00
bite,1,0.00
births502,1,0.00
births,1,0.00
birnholz,1,0.00
birgit,1,0.00
birds,1,0.00
biotic,1,0.00
biomarkers,1,0.00
biological,1,0.00
biogeochemistry,1,0.00
billions,1,0.00
blessing,1,0.00
billion350,1,0.00
billion,1,0.00
bilaterally,1,0.00
bid,1,0.00
bicameral,1,0.00
bibliographical,1,0.00
bible,1,0.00
bibcode2021natsr1112825s,1,0.00
bibcode2020natco115978g,1,0.00
bibcode2019natur565640d,1,0.00
bibcode2018natur560417w,1,0.00
boasting,1,0.00
bombers299,1,0.00
bomber,1,0.00
bomb,1,0.00
bolt,1,0.00
bolshevist,1,0.00
bolevich,1,0.00
boil,1,0.00
bohlen,1,0.00
bohdan,1,0.00
bogolyubsky,1,0.00
bogolitsyna,1,0.00
bob,1,0.00
752767,1,0.00
bo,1,0.00
bmc,1,0.00
blown,1,0.00
bloodshed,1,0.00
bloodlands,1,0.00
bloodiest,1,0.00
bloodbased,1,0.00
blood,1,0.00
blok,1,0.00
blockaded,1,0.00
blini604,1,0.00
18031806,1,0.00
1827,1,0.00
18261828,1,0.00
182595,1,0.00
18251855,1,0.00
182386,1,0.00
18211881,1,0.00
1820,1,0.00
182,1,0.00
18152007,1,0.00
181289,1,0.00
1812,1,0.00
180988,1,0.00
18281910,1,0.00
180214,1,0.00
18011825,1,0.00
17thcentury,1,0.00
17831784,1,0.00
178201,1,0.00
178,1,0.00
177201,1,0.00
17653502,1,0.00
17621796,1,0.00
1757,1,0.00
17561763,1,0.00
17488494,1,0.00
18551881,1,0.00
1900,1,0.00
1896,1,0.00
18941917,1,0.00
1893,1,0.00
189192,1,0.00
1890s,1,0.00
1890,1,0.00
18811894,1,0.00
187th,1,0.00
18763324,1,0.00
186197,1,0.00
1855218712,1,0.00
17411762,1,0.00
185186,1,0.00
18510,1,0.00
1851,1,0.00
18491936,1,0.00
1848,1,0.00
1844479,1,0.00
18401893,1,0.00
1836520,1,0.00
1833615,1,0.00
1833,1,0.00
1830s,1,0.00
15thcentury,1,0.00
164176163,1,0.00
163456732,1,0.00
1633595,1,0.00
163341589,1,0.00
162709461,1,0.00
161761611,1,0.00
16131917,1,0.00
1613,1,0.00
161179,1,0.00
16011603,1,0.00
16000,1,0.00
1600,1,0.00
1648,1,0.00
15th,1,0.00
1598,1,0.00
159687214,1,0.00
159197,1,0.00
159155441,1,0.00
1584,1,0.00
1572,1,0.00
155th,1,0.00
15584,1,0.00
15581721,1,0.00
155068339,1,0.00
1550,1,0.00
16thcentury,1,0.00
17289246,1,0.00
1725,1,0.00
17234028,1,0.00
1718487,1,0.00
171209,1,0.00
171180,1,0.00
17111765,1,0.00
171,1,0.00
170member,1,0.00
17098246,1,0.00
1703,1,0.00
17001721,1,0.00
19001907,1,0.00
169176,1,0.00
168211,1,0.00
1682,1,0.00
1680s550,1,0.00
167175,1,0.00
166182,1,0.00
166,1,0.00
165942177,1,0.00
1654,1,0.00
165174,1,0.00
164831768,1,0.00
199219,1,0.00
20057504,1,0.00
2004190,1,0.00
20040512,1,0.00
20030251,1,0.00
20029588,1,0.00
2000s,1,0.00
2000mile,1,0.00
2000025000,1,0.00
1km,1,0.00
19992007,1,0.00
199756261,1,0.00
19952019,1,0.00
2006410,1,0.00
1991present,1,0.00
19911991,1,0.00
1988636,1,0.00
1986562,1,0.00
1983,1,0.00
198,1,0.00
1979,1,0.00
19781979,1,0.00
1978,1,0.00
1972,1,0.00
1968,1,0.00
196168,1,0.00
2019394,1,0.00
2022382,1,0.00
2022363,1,0.00
2022354,1,0.00
2022307,1,0.00
2022306,1,0.00
2022283284,1,0.00
2022199,1,0.00
2021407,1,0.00
2021395,1,0.00
20212022,1,0.00
2019498,1,0.00
2019438,1,0.00
1961158,1,0.00
2019390,1,0.00
2019355,1,0.00
2018490,1,0.00
2018403,1,0.00
20171136,1,0.00
20168612,1,0.00
20141,1,0.00
201,1,0.00
2008639,1,0.00
2008637638,1,0.00
2007644,1,0.00
191516851,1,0.00
192941,1,0.00
19291956,1,0.00
1929120,1,0.00
1925,1,0.00
19211922,1,0.00
1921,1,0.00
1920s,1,0.00
1920,1,0.00
192,1,0.00
19181920,1,0.00
19171922,1,0.00
191601515,1,0.00
193,1,0.00
1914,1,0.00
191370504,1,0.00
191198,1,0.00
1911,1,0.00
1910,1,0.00
191,1,0.00
19061916,1,0.00
1906049,1,0.00
1905,1,0.00
1904,1,0.00
19021914,1,0.00
1943139,1,0.00
1960635,1,0.00
1958623624,1,0.00
1958,1,0.00
19531963,1,0.00
195122700,1,0.00
1950,1,0.00
19461947147,1,0.00
1945868,1,0.00
19451974,1,0.00
1945179,1,0.00
1945141,1,0.00
19441945,1,0.00
1544416,1,0.00
19421943138,1,0.00
194145,1,0.00
19411947,1,0.00
19411945,1,0.00
19391945,1,0.00
19321934,1,0.00
19321933,1,0.00
193203,1,0.00
1931,1,0.00
1930s119,1,0.00
1930,1,0.00
1174124,1,0.00
1222,1,0.00
122150,1,0.00
122,1,0.00
1218,1,0.00
121130,1,0.00
1205,1,0.00
120,1,0.00
1197762,1,0.00
1190722543,1,0.00
1189525,1,0.00
1187771,1,0.00
118,1,0.00
12231613,1,0.00
1173299,1,0.00
117136,1,0.00
117128,1,0.00
1169,1,0.00
11617302,1,0.00
11615738,1,0.00
1157,1,0.00
